Year,Series,Company,No.,Faction,Name,Secondary Name,Alternate Mode,Size Class,Notes,Distribution,Original Price
1986,The Transformers,Hasbro,-,Autobot,Slingshot,Sling,Harrier Jet,Aerialbot,"A4. AV-8B Harrier II Jet, combines with Aerialbots to form Superion",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Superion,Superion,Combiner,Aerialbot,Giftset of all 5 Aerialbots,Mainline,$26.99
1986,The Transformers,Hasbro,-,Autobot,Blades,Graze,UH-1A Huey Helicopter,Protectobot,"P4. UH-1a Huey helicopter, combines with Protectobots to form Defensor",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Defensor,Guardian,Combiner,Protectobot,Giftset of all 5 Protectobot,Mainline,$26.99
1986,The Transformers,Hasbro,-,Autobot,First Aid,First Aid,Ambulance Van,Protectobot,"P3. Ambulance van, combine with Protectobots to form Defensor",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Groove,Graze,Honda Goldwing Motorcycle,Protectobot,"P2. Honda Goldwing motorcycle, combine with Protectobots to form Defensor",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Hot Spot,Hot Spot,Fire Engine / Repair bay,Protectobot,"P5. Fire engine & base mode, combine with Protectobots to form Defensor. Base mode can connect to Metroplex",Mainline,$11.99
1986,The Transformers,Hasbro,-,Autobot,Streetwise,Streetwise,Nissan 300 ZX,Protectobot,"P1. Nissan 300zx turbo police cruiser, combine with Protectobots to form Defensor",Mainline,$3.99
1986,The Transformers,Hasbro,-,Autobot,Eject,Eject,Microcassette,Cassette,Microcassette transforms into a robot. Came in 2-pack with Ramhorn. Redeco of Rewind. Can fit in either Blaster (1985) or Soundwave 's (1984) chest,Mainline,$5.99
1986,The Transformers,Hasbro,-,Autobot,Ramhorn,Armhorn,Microcassette,Cassette,Microcassette transforms nto a mechanical rhino. Came in 2-pack with Eject. Can fit in either Blaster (1985) or Soundwave 's (1984) chest,Mainline,$5.99
1986,The Transformers,Hasbro,-,Autobot,Rewind,Rewind,Microcassette,Cassette,Microcassette. Came in 2-pack with Steeljaw. Redeco of Eject. Can fit in either Blaster (1985) or Soundwave 's (1984) chest,Mainline,$5.99
1986,The Transformers,Hasbro,-,Autobot,Steeljaw,Steeljaw,Microcassette,Cassette,Microcassette. Came in 2-pack with Rewind. Can fit in either Blaster (1985) or Soundwave 's (1984) chest,Mainline,$5.99
1986,The Transformers,Hasbro,-,Autobot,Broadside,Broadside,CVN Aircraft Carrier / Jet,Triple Changer,CNV aircraft carrier & jet,Mainline,$12.99
1986,The Transformers,Hasbro,-,Autobot,Sandstorm,Sandstorm,Dune Buggy & S-6Z helicopter,Triple Changer,Dune buggy & s-6z helicopter,Mainline,$12.99
1986,The Transformers,Hasbro,-,Autobot,Springer,Sprung,Futuristic Car & Helicopter,Triple Changer,Futuristic helicopter & car,Mainline,$12.99
1986,The Transformers,Hasbro,-,Autobot,Mirage,Ligier,Citanes JS11-F1 Racing Car,Autobot Car,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Came with a black and white Tech Spec. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987) & ""Can one boy, alone, hold back the evil Decepticons?""  (also available for $9.50 without Robot Points; Offer Expired 30/06/1987)",Mail Away,$8 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Ratchet,Ratchet,Nissan Ambulance Van C22 (Vanette),Autobot Car,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Came with a black and white Tech Spec. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987) & ""Can one boy, alone, hold back the evil Decepticons?""  (also available for $9.50 without Robot Points; Offer Expired 30/06/1987)",Mail Away,$8 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Wheeljack,Wheeljack,1975 Lancia Stratos Turbo,Autobot Car,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Came with a black and white Tech Spec. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987) & ""Can one boy, alone, hold back the evil Decepticons?""  (also available for $9.50 without Robot Points; Offer Expired 30/06/1987)",Mail Away,$8 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Sunstreaker,Sunstreaker,Lamborghini Countach LP500S,Autobot Car,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Came with a black and white Tech Spec. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987) & ""Can one boy, alone, hold back the evil Decepticons?""  (also available for $9.50 without Robot Points; Offer Expired 30/06/1987)",Mail Away,$8 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Camshaft,Downshift,Mazda RX-7,Omnibot,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Available to order through the following mail order pamphlet: ""You have been chosen."" (Offer for Omnibots only Expired on the 31/03/1987, these were also offered for $12.50 for the set of 3 without Robot Points) The Omnibots did not come with Tech Specs however it was later found that writer Bob Budiansky had written offical bios that were never used.",Mail Away,$5 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Downshift,Camshaft,Toyota Celica Supra,Omnibot,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Available to order through the following mail order pamphlet: ""You have been chosen."" (Offer for Omnibots only Expired on the 31/03/1987, these were also offered for $12.50 for the set of 3 without Robot Points) The Omnibots did not come with Tech Specs however it was later found that writer Bob Budiansky had written offical bios that were never used.",Mail Away,$5 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,Overdrive,Overdrive,Ferrari Diablo,Omnibot,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Available to order through the following mail order pamphlet: ""You have been chosen."" (Offer for Omnibots only Expired on the 31/03/1987, these were also offered for $12.50 for the set of 3 without Robot Points) The Omnibots did not come with Tech Specs however it was later found that writer Bob Budiansky had written offical bios that were never used.",Mail Away,$5 & 2 robot points
1986,The Transformers,Hasbro,-,Autobot,S.T.A.R.S Membership,S.T.A.R.S Member,Play Set,Play Set,"Secret Transformers Autobot Rescue Squad Mail-Away. Came with cardboard control centre, iron on patches, poster, membership card and a Tech Spec Manual. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987), ""Can one boy, alone, hold back the evil Decepticons?"" (Offer Expired 30/06/1987) & ""Go See ""The Transformers - The Movie"" Promotional Poster,  (this offer closed 31st December 1986)",Mail Away,$6.50
1986,The Transformers,Hasbro,-,Autobot,Optimus Prime (Movie Edition),Convoy,White Freightliner Cabover Engine Tractor Trailer FLA 8664T,Leader,"Movie Mail Away exclusive. Packaged in a brown mailer box and standard styrofoam insert. Came with a mini certificate of authenticity. Available to order through the promotion: ""Go See ""The Transformers - The Movie"" Promotional Poster. This offer closed 31st December 1986",Mail Away,$21.50 plus 5 Robot Points or 1 movie ticket stub
1986,The Transformers,Hasbro,-,Decepticon,Galvatron,Galvatron,Futuristic cannon / Pistol,City Commander,"ybertronian laser cannon & handgun, electronic, has lights and 3 sounds. Designed by Hideaki Yoke",Mainline,$24.99
1986,The Transformers,Hasbro,-,Decepticon,Cyclonus,Cyclonus,Futuristic Star Fighter,Decepticon Jet,Futuristic star fighter,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Scourge,Scourge,Futuristic Skiff,Decepticon Jet,Futuristic Skiff,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Trypticon,Dinosaurer,Decepticon City / Battle base,Decepticon City,"Battle Station & City with Full-Tilt & Brunt, electronic, can walk in robot mode and weapons move in base mode",Mainline,$49.99
1986,The Transformers,Hasbro,-,Decepticon,Full Tilt,Full Tilt,Futuristic car,Trypticon,"Transforms from car ro robot, forms Trypticons chest",Mainline,$49.99
1986,The Transformers,Hasbro,-,Decepticon,Brunt,Brunt,Futuristic tank,Trypticon,Transforms into a tank and tower,Mainline,$49.99
1986,The Transformers,Hasbro,-,Decepticon,Ratbat,Ratbat,Micro-cassette,Cassette,"Micro-cassette transforms into a bat, 2-pack w/ Frenzy",Mainline,$5.99
1986,The Transformers,Hasbro,-,Decepticon,Frenzy,Frenzy,Micro-cassette,Cassette,"Micro-cassette, 2-pack w/ Ratbat; gold weapon variation & plastic toes",Mainline,$5.99
1986,The Transformers,Hasbro,-,Decepticon,Gnaw,Gnaw,Shark Monster,Sharkticon,,Mainline,$14.99
1986,The Transformers,Hasbro,-,Decepticon,Octane,Octone,Tanker truck / 767 Jet,Triple Changer,,Mainline,$12.99
1986,The Transformers,Hasbro,-,Decepticon,Divebomb,Divebomb,Eagle,Predacon,Eagle. #4 Combines with fellow Predacons to become Predaking,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Headstrong,Headstrong,Rhinocerous,Predacon,Rhinoceros. #3 Combines with fellow Predacons to become Predaking,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Predaking,Predaking,Combiner,Predacon,Predacon combiner. Only released as a giftset in Japan,Mainline,-
1986,The Transformers,Hasbro,-,Decepticon,Rampage,Rampage,Tiger,Predacon,Tiger. #2 Combines with fellow Predacons to become Predaking,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Razorclaw,Razorclaw,Lion,Predacon,Lion. #1 Combines with fellow Predacons to become Predaking,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Tantrum,Tantrum,Bull,Predacon,Bison. #5 Combines with fellow Predacons to become Predaking,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Blast Off,Blast Off,Rockwell Space shuttle Orbiter,Combaticon,C3. Rockwell space shuttle orbiter. Combines with fellow Combaticons to become Bruticus.,Mainline,$3.99
1986,The Transformers,Hasbro,-,Decepticon,Brawl,Brawl,Leopard 1 Tank,Combaticon,C1. M1 Abrams MBT tank. Combines with fellow Combaticons to become Bruticus.,Mainline,$3.99
1986,The Transformers,Hasbro,-,Decepticon,Bruticus,Bruticus,Combiner,Combaticon,"Combaticon combiner of all 5 Combaticons, sold separately. Only released as a giftset in Japan and Italy.",Mainline,-
1986,The Transformers,Hasbro,-,Decepticon,Onslaught,Onslaught,Missile Truck / Cannon base,Combaticon,C5. Cannon truck & base mode. Combines with fellow Combaticons to become Bruticus. Base mode can connect to Trypticon & Metroplex,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Swindle,Swindle,Jeep (FMC XR311),Combaticon,C2. Jeep. Combines with fellow Combaticons to become Bruticus,Mainline,$3.99
1986,The Transformers,Hasbro,-,Decepticon,Vortex,Volter,Kaman Aerospace SH-2G super seasprite helicopter,Combaticon,C4. Kaman aerospace sh-2g super sea sprite helicopter. Combines with fellow Combaticons to become Bruticus.,Mainline,$3.99
1986,The Transformers,Hasbro,-,Decepticon,Breakdown,Breakdown,Lamborghini Countach LP500S,Stunticon,S2. Lamborghini Countach LP500s. Combines with fellow Stunticons to become Menasor,Mainline,$3.99
1986,The Transformers,Hasbro,-,Decepticon,Dead End,Dead End,Porsche 928S,Stunticon,S1. Porsche 928s. Combines with fellow Stunticons to become Menasor,Mainline,$3.99
1986,The Transformers,Hasbro,-,Decepticon,Drag Strip,Drag Stripe,Tyrell P-34 6 wheeler racer,Stunticon,S4. Tyrell p-34 six wheeler indy car. Combines with fellow Stunticons to become Menasor,Mainline,$3.99
1986,The Transformers,Hasbro,-,Decepticon,Menasor,Menasor,Combiner,Stunticon,Giftset of all 5 Stunticons,Mainline,$26.99
1986,The Transformers,Hasbro,-,Decepticon,Motormaster,Motormaster,Kenworth K100 Aerodyne cab & Trailer,Stunticon,S5. Kenworth k100 aerodyne tractor trailer & base mode. Combines with fellow Stunticons to become Menasor. Base mode can connect to Trypticon & Metroplex,Mainline,$11.99
1986,The Transformers,Hasbro,-,Decepticon,Wildrider,Wildrider,Ferrari 308 GTB-GTS Quattrovalvole,Stunticon,S3. Ferrari 308 GTB-GTS Quattrovalvole. Combines with fellow Stunticons to become Menasor,Mainline,$3.99
1986,The Transformers,Hasbro,-,Decepticon,Runabout,Runabout,Lotus Turbo Esprit,Battlecharger,"Black Lotus turbo esprit. Pull and go motor, can automatically transform",Mainline,$4.99
1986,The Transformers,Hasbro,-,Decepticon,Runamuck,Runamuck,Pontiac Firebird Trans Am,Battlecharger,"White Pontiac firebird trans am. Pull and go motor, can automatically transform",Mainline,$4.99
1986,The Transformers,Hasbro,-,Decepticon,Thundercracker,Thundercracker,McDonnell Douglas F-15 Jet,Decepticon Jet,"Sent in a plain cardboard box, toy packaged in a clear plastic bag. Came with a black and white Tech Spec. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987) & ""Can one boy, alone, hold back the evil Decepticons?""  (also available for $11.50 without Robot Points; Offer Expired 30/06/1987)",Mail Away,$10 & 2 robot points
1986,The Transformers,Hasbro,-,Decepticon,Reflector,Reflector,Camera,Camera,"Three individual robots, Spectro (Camera Shutter), Spyglass (Camera Flash Cube) & Viewfinder (Camera Lens), combine into a camera. Packaged in a white box & Styrofoam with a black & white tech spec. Available to order through the following mail order pamphlets: ""You have been chosen."" (Offer Expired 31/12/1987); ""Inside...a Transformer Not Sold in Any Store!"" (Offer Expired 30/09/1987) & ""Go See ""The Transformers - The Movie"" Promotional Poster (Offer Expired 31/12/1986) ",Mail Away,$10 & 2 robot points
1986,The Transformers,Hasbro,-,Decepticon,Megatron (Movie Edition),Megatron,Walther P-38 w/ extensions,Leader,"Movie Mail Away exclusive. Packaged in a brown mailer box and standard styrofoam insert. Came with a mini certificate of authenticity. Available to order through the ""Go See ""The Transformers - The Movie"" Promotional Poster. This offer closed 31st December 1986",Mail Away,$21.50 plus 5 Robot Points or 1 movie ticket stub
1986,Scramble City,Takara,C-50,Cybertron,Silverbolt,Silverbolt,SST / Launch base,Airbots,Released April 1986. Comes with built in spring launcher removed from western release,Mainline,"¥1,980"
1986,Scramble City,Takara,C-51,Cybertron,Skydive,Skydive,F-16 Falcon Jet,Airbots,Released April 1986.,Mainline,¥880
1986,Scramble City,Takara,C-52,Cybertron,Firebolt,Fireflight,F-4 Phantom Jet,Airbots,Released April 1986.,Mainline,¥880
1986,Scramble City,Takara,C-53,Cybertron,Sling,Slingshot,Harrier Jet,Airbots,Released April 1986.,Mainline,¥880
1986,Scramble City,Takara,C-54,Cybertron,Air Rider,Air Raid,McDonnell Douglas F-15 Jet,Airbots,Released April 1986.,Mainline,¥880
1986,Scramble City,Takara,C-55,Cybertron,Superion,Superion,Combiner,Airbots,Released April 1986. Giftset,Mainline,"¥5,500"
1986,Fight! Super Robot Lifeform Transformers,Takara,C-56,Cybertron,Bumble,Bumblebee,Volkswagen Type-1,Minibot,Released January 1986. released on card,Mainline,¥500
1986,Fight! Super Robot Lifeform Transformers,Takara,C-57,Cybertron,Hubcap,Hubcap,Porsche 924 Turbo,Minibot,Released January 1986.,Mainline,¥500
1986,Fight! Super Robot Lifeform Transformers,Takara,C-58,Cybertron,Weave,Swerve,Pick Up Truck,Minibot,Released January 1986.,Mainline,¥500
1986,Fight! Super Robot Lifeform Transformers,Takara,C-59,Cybertron,Outback,Outback,Jeep Wrangler,Minibot,Released January 1986.,Mainline,¥500
1986,Fight! Super Robot Lifeform Transformers,Takara,C-60,Cybertron,Pipes,Pipes,Semi Cab,Minibot,Released January 1986.,Mainline,¥500
1986,Fight! Super Robot Lifeform Transformers,Takara,C-61,Cybertron,Tailgate,Tailgate,Pontiac Firebird,Minibot,Released January 1986.,Mainline,¥500
1986,Fight! Super Robot Lifeform Transformers,Takara,C-62,Cybertron,Powerglide,Powerglide,A-10 Thunderbolt II,Minibot,"Released January 1986. The initial wave was released in a box, later releases were carded to match Hasbros",Mainline,¥500
1986,Fight! Super Robot Lifeform Transformers,Takara,C-63,Cybertron,Beachcomber,Beachcomber,Dune Buggy,Minibot,"Released January 1986. The initial wave was released in a box, later releases were carded to match Hasbros",Mainline,¥500
1986,Fight! Super Robot Lifeform Transformers,Takara,C-64,Cybertron,Seaspray,Seaspray,Hovercraft,Minibot,"Released January 1986. The initial wave was released in a box, later releases were carded to match Hasbros",Mainline,¥500
1986,Fight! Super Robot Lifeform Transformers,Takara,C-65,Cybertron,Steeljaw,Steeljaw,Microcassette,Cassettebot,Released March 1986,Mainline,¥680
1986,Fight! Super Robot Lifeform Transformers,Takara,C-66,Cybertron,Armhorn,Ramhorn,Microcassette,Cassettebot,Released March 1986,Mainline,¥680
1986,Fight! Super Robot Lifeform Transformers,Takara,C-67,Cybertron,Rewind,Rewind,Microcassette,Cassettebot,Released March 1986,Mainline,¥680
1986,Fight! Super Robot Lifeform Transformers,Takara,C-68,Cybertron,Eject,Eject,Microcassette,Cassettebot,Released March 1986,Mainline,¥680
1986,Scramble City,Takara,C-69,Cybertron,Ultra Magnus,Ultra Magnus,Car Carrier,City Commander,Released June 1986,Mainline,"¥3,980"
1986,Scramble City,Takara,C-70,Cybertron,Metroflex,Metroplex,City / Battle Station,Scramble City,Released April 1986. Only released with Plastic tyres and unchromed thighs,Mainline,"¥4,980"
1986,Scramble City,Takara,C-71,Cybertron,Hot Spot,Hot Spot,Fire Engine / Repair bay,Protectbot,Released June 1986,Mainline,"¥1,980"
1986,Scramble City,Takara,C-72,Cybertron,Graze,Blades,UH-1A Huey Helicopter,Protectbot,Released June 1986,Mainline,¥880
1986,Scramble City,Takara,C-73,Cybertron,Streetwise,Streetwise,Nissan 300 ZX,Protectbot,Released June 1986,Mainline,¥880
1986,Scramble City,Takara,C-74,Cybertron,Groove,Groove,Honda Goldwing Motorcycle,Protectbot,Released June 1986,Mainline,¥880
1986,Scramble City,Takara,C-75,Cybertron,First Aid,First Aid,Ambulance Van,Protectbot,Released June 1986,Mainline,¥880
1986,Scramble City,Takara,C-76,Cybertron,Guardian,Defensor,Combiner,Protectbot,Released June 1986. Giftset of all 5 Protectorbots,Mainline,"¥5,500"
1986,Fight! Super Robot Lifeform Transformers,Takara,C-77,Cybertron,Rodimus Convoy,Rodimus Prime,Futuristic Van,Leader,Released November 1986. Initialy planned to be a larger figure but was scaled down due to te value of the yen. Released with plastic feet,Mainline,"¥2,200"
1986,Fight! Super Robot Lifeform Transformers,Takara,C-79,Cybertron,Blurr,Blurr,Futuristic Car,Autobot,Released November 1986,Mainline,"¥1,500"
1986,Fight! Super Robot Lifeform Transformers,Takara,C-80,Cybertron,Wheelie,Wheelie,Futuristic Car,Minibot,Released November 1986,Mainline,¥500
1986,Fight! Super Robot Lifeform Transformers,Takara,C-81,Cybertron,Wreck-Gar,Wreck-Gar,Futuristic Motorbike,Junkion,Released November 1986,Mainline,"¥1,980"
1986,Fight! Super Robot Lifeform Transformers,Takara,C-82,Cybertron,Char,Kup,Pick Up Truck,Autobot,Released November 1986,Mainline,"¥1,400"
1986,Fight! Super Robot Lifeform Transformers,Takara,C-83,Cybertron,Sandstorm,Sandstorm,Dune Buggy & S-6Z helicopter,Triplebot,Released November 1986,Mainline,"¥1,980"
1986,Fight! Super Robot Lifeform Transformers,Takara,C-84,Cybertron,Sprung,Springer,Futuristic Car & Helicopter,Triplebot,Released November 1986,Mainline,"¥1,980"
1986,Fight! Super Robot Lifeform Transformers,Takara,C-85,Cybertron,Broadside,Broadside,CVN Aircraft Carrier / Jet,Triplebot,Released November 1986,Mainline,"¥2,200"
1986,Fight! Super Robot Lifeform Transformers,Takara,VSZ,Cybertron,Sunstreaker,Sunstreaker,Lamborghini Countach LP500S,Giftset,"Released September 1986. Giftset, Figures are packaged in Robot Mode. ",Mainline,"¥3,980"
1986,Fight! Super Robot Lifeform Transformers,Takara,VSZ,Cybertron,Skids,Skids,Honda City Turbo,Giftset,Released September 1986. Skids roof come unattached,Mainline,"¥3,980"
1986,Fight! Super Robot Lifeform Transformers,Takara,Good Bye Convoy,Cybertron,Convoy,Optimus Prime,White Freightliner Cabover Engine Tractor Trailer FLA 8664T,Giftset,"Released November 1986. Giftset with Convoy, Alert & Ligier. Convoy comes with a blue windscreen, the unbloated fists and gun of the Hasbro version; Buggy has the 2 pegs on the back end and the trailer now features the modified launcher. The combat robot in the trailer also has a blue cockpit. Came with a poster showing all the Cybertrons.",Mainline,"¥6,980"
1986,Fight! Super Robot Lifeform Transformers,Takara,Good Bye Convoy,Cybertron,Ligier,Mirage,Citanes JS11-F1 Racing Car,Giftset,Released November 1986.,Mainline,"¥6,980"
1986,Fight! Super Robot Lifeform Transformers,Takara,Good Bye Convoy,Cybertron,Alert,Red Alert,Lamborghini Countach LP500s Fire Chief Car,Giftset,Released November 1986.,Mainline,"¥6,980"
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Downshift,Camshaft,Mazda RX-7,Double Changer,"Available to order through the following mail order Leaflet: ""Can we defeat the Destrons?"" Orders were live up until 31st March 1987. The name is swapped from Camshaft for the Japanese release. Had 2 box varients, an initial plain white box with black text and then a Blue rinsed box with characer artwork based on the toy.",Mail Away,¥980 & 2 robot points
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Camshaft,Downshift,Toyota Celica Supra,Double Changer,"Available to order through the following mail order Leaflet: ""Can we defeat the Destrons?"" Orders were live up until 31st March 1987. The name is swapped from Downshift for the Japanese release. Had 2 box varients, an initial plain white box with black text and then a Blue rinsed box with characer artwork based on the toy.",Mail Away,¥980 & 2 robot points
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Overdrive,Overdrive,Ferrari 512 Bbi,Double Changer,"Available to order through the following mail order Leaflet: ""Can we defeat the Destrons?"" Orders were live up until 31st March 1987. Had 2 box varients, an initial plain white box with black text and then a Blue rinsed box with characer artwork based on the toy.",Mail Away,¥980 & 2 robot points
1986,Fight! Super Robot Lifeform Transformers,Takara,99,Cybertron,Ratchet,Ratchet,Nissan Ambulance Van C22 (Vanette),Autobot,"Available to order through the following mail order Leaflet: ""Can we defeat the Destrons?"" Orders were live up until 31st March 1987. Came in a Blue rinsed box with characer artwork based on the toy.",Mail Away,"¥1,700 & 4 robot points"
1986,Fight! Super Robot Lifeform Transformers,Takara,86,Cybertron,Adams ,Cosmos,UFO,Minibot,"Available to order through the following mail order Leaflet: ""Can we defeat the Destrons?"" Orders were live up until 31st March 1987. Hasbro Carded version",Mail Away,¥500 & 2 robot points
1986,Fight! Super Robot Lifeform Transformers,Takara,87,Cybertron,Warpath ,Warpath ,General Motors M551 Sheridan AR/AAV,Minibot,"Available to order through the following mail order Leaflet: ""Can we defeat the Destrons?"" Orders were live up until 31st March 1987. Hasbro Carded version",Mail Away,¥500 & 2 robot points
1986,Fight! Super Robot Lifeform Transformers,Takara,-,-,VHS Video,-,-,-,"Available to order through the following mail order Leaflet: ""Can we defeat the Destrons?"" Orders were live up until 31st March 1987",Mail Away,"¥3,000 & 2 Robot Points"
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,S.T.A.R.S Member,S.T.A.R.S Membership,Play Set,Play Set,"Available to order through the following mail order Leaflet: ""Can we defeat the Destrons?"" Orders were live up until 31st March 1987",Mail Away,"¥1,200"
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Hot Rod,Hot Rodimus,Futuristic Car,Autobot,Gold plated Hotrod in a Hasbro box given as a gift to employees with partnership between Hasbro and Takara.,Exclusive,-
1986,Fight! Super Robot Lifeform Transformers,Takara,W-1,Cybertron,Ultra Magnus,Ultra Magnus,Watch,Watchbot,Non Transformable Watch in the shape of Ultra Magnus Robot Mode. Later released by Hasbro under the Generation 2 toy line in 1994,Merchandise,"¥2,800"
1986,Fight! Super Robot Lifeform Transformers,Takara,W-2,Cybertron,Superion,Superion,Watch,Watchbot,Non Transformable Watch in the shape of Ultra Magnus Robot Mode. Later released by Hasbro under the Generation 2 toy line in 1994,Merchandise,"¥2,800"
1986,Fight! Super Robot Lifeform Transformers,Takara,-,-,Defeat Dinosaurer Strategy Game,-,-,Decoy,"Board game with a box of Decoys. Cybertrons in Red & Destrons in Purple: Ratchet, Wheeljack, Convoy, Streak, Bumble, Ligier, Soundwave & Blitzwing",Merchandise,TBC
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Cybertron Hero Collection #1,-,-,Decoy,"22 Figures in Red Silicone Rubber: Alert, Gong, Broadcast, Charger, Convoy, Grapple, Hoist, Hound, Drag, Inferno, Ironhide, Lambor, Ligier, Meister, Perceptor, Ratchet, Skids, Smokescreen, Streak, Sunstreaker, Swoop, Tracks, Wheeljack",Merchandise,TBC
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Cybertron Hero Collection #3,-,-,Decoy,"9 Figures in Red Silicone Rubber: Bumble, Cliff, Grimlock, Prowl, Slag, Sludge, Snarl, Trailbreaker, Inferno",Merchandise,¥980
1986,Fight! Super Robot Lifeform Transformers,Takara,-,-,"Cybertron VS Destron Part 1 ""Mini Mini Collection""",-,-,Decoy,"11 Figures in Peach Silicone Rubber varies between: Inferno, Tracks, Grapple, Meister, Ironhide, Ratchet, Grimlock, Hoist, Sludge, Slag & Swoop or Blitzwing, Bombshell, Shrapnel, Kickback, Ravage, Megatron, Soundwave, Skywarp, Starscream, Thundercracker, Reflector. The set comes with a launcher.",Merchandise,TBC
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Scramble Gun Set Part 1,-,-,Decoy,Vinyl Convoy (Soft Robo) with a role play gun and 4 random peach coloured decoys,Merchandise,TBC
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Water Gun Set,-,-,Decoy,Peach Coloured Silicone Rubber Inferno & Meister Decoys with a non transformable Metroplex (Soft Robo) and a water pistol,Merchandise,TBC
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Convoy Type,Optimus Prime,Trailer Truck,Stampbot,Transformable Super-Deformed style convoy with attached trailer,Merchandise,¥980
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Magnus Type,Ultra Magnus,Trailer Truck,Stampbot,Same mould as Convoy Type with white redeco of cab.,Merchandise,¥980
1986,Fight! Super Robot Lifeform Transformers,Takara,01,Cybertron,Convoy,Optimus Prime,Trailer Truck,TF Alloy,"Smaller version of Convoy, transformable with a cardboard trailer. Manufactured by ""Seven"" subsidiary of Takara. The following year these style of figures would be rebranded as Transformer Jr's",Merchandise,¥480
1986,Fight! Super Robot Lifeform Transformers,Takara,C-69,Cybertron,Ultra Magnus,Ultra Magnus,Car Carrier,TF Alloy,"White redeco of TF Gokin Convoy with cardboard car carrier trailer. Manufactured by ""Seven"" subsidiary of Takara. The following year these style of figures would be rebranded as Transformer Jr's",Merchandise,¥480
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Sunstreaker,Sunstreaker,Lamborghini Countach LP500S,Transform Block,"Completely yellow, no painted parts, have to disassemble to change to vehicle mode. Previously released in the Diaclone range. In TF Alloy (Jr) styled packaging. Manufactured by ""Seven"" subsidiary of Takara",Merchandise,TBC
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Gears,Gears,Pick-up Truck,Plastic Model Kit,"Set A. Snap together plastic set. Transformable figures. In a VS set with Soundwave. Manufactured by ""Seven"" subsidiary of Takara. Available in 2 colours",Merchandise,¥350
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Charger,Windcharger,Pontiac Firebird,Plastic Model Kit,"Set B. Snap together plastic set. In a set with Gong. Manufactured by ""Seven"" subsidiary of Takara. The Bios on the reverse mistakenly has Charger as #15 instead of #12 and Gong as #12 instead of #15. Available in 2 colours",Merchandise,¥350
1986,Fight! Super Robot Lifeform Transformers,Takara,-,Cybertron,Gong,Brawn,Jeep Wrangler,Plastic Model Kit,"Set B. Snap together plastic set. In a set with Charger. Gong (Brawn) has Bumble's head and transformation. Manufactured by ""Seven"" subsidiary of Takara. The Bios on the reverse mistakenly has Charger as #15 instead of #12 and Gong as #12 instead of #15. Available in 2 colours",Merchandise,¥350
